posting_id,title,company,location,description,posted_date,salary_range,source
JOB00488,Associate Data Analyst,Williams-Hughes Systems,Pune,,"18 February, 2026",Rs 8L to 10L per annum,IndeedSim
JOB00363,Associate Data Analyst,Hernandez Martinez and Weber Solutions,mumbai ,"Join our growing data team! Skills needed: Tableau, Data Warehousing, Snowflake, SQL. Freshers with strong Stakeholder Management, Power BI fundamentals encouraged to apply.",2026-01-19,,InternshalaSim
JOB00596,BI Analyst,Shaw-Carr Digital,"hyderabad, TG","The ideal candidate is proficient in AWS, SQL, dbt, Python, Git and can translate business questions into data-driven answers. Experience with R is a plus.",Jan 2026,₹5L - ₹6L PA,NaukriSim
JOB00493,Associate Data Analyst,Li-Thompson Digital,Remote,"The ideal candidate is proficient in Excel, Communication Skills, VBA, PowerPoint and can translate business questions into data-driven answers. Experience with Advanced Excel, Statistics is a plus.","16 December, 2025",,InternshalaSim
JOB00372,Business Analyst,Davis Inc Analytics,mumbai ,"Business Analyst needed for a fast-paced fintech startup. Core stack: Excel, Communication Skills, VBA, PowerPoint. Bonus points for ETL, Git, SQL exposure.",2025-11-06,,LinkedInSim
JOB00028,Operations Analyst,Hoffman Baker and Richards Consulting,"Mumbai, MH","Join our growing data team! Skills needed: AWS, SQL, dbt, Python, Git. Freshers with strong Stakeholder Management, Azure, R fundamentals encouraged to apply.",2026-03-15,,InternshalaSim
JOB00137,Data Analyst (Fresher),Lewis Kennedy and Santana Digital,Hyderabad,"Join our growing data team! Skills needed: Excel, Communication Skills, VBA, PowerPoint. Freshers with strong AWS, Tableau fundamentals encouraged to apply.","14 January, 2026",,NaukriSim
JOB00623,Data Analyst (Fresher),Pearson and Sons Analytics,"hyderabad, TG","Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Statistics, Pandas, A/B Testing, Python, Machine Learning. Nice to have: Power BI.","16 March, 2026",₹7L - ₹8L PA,NaukriSim
JOB00722,Business Analyst,Duran Group Analytics,noida ,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Stakeholder Management, Excel, Power BI, SQL. Nice to have: Looker, R.",21/04/2026,8-11 LPA,InternshalaSim
JOB00477,Analytics Associate,Scott and Sons Consulting,Hyderabad,"The ideal candidate is proficient in AWS, SQL, dbt, Python, Git and can translate business questions into data-driven answers. Experience with R is a plus.",02-May-2026,,NaukriSim
JOB00683,Data Analyst,Holder Young and Hendricks Consulting,Chennai,"Data Analyst needed for a fast-paced fintech startup. Core stack: ETL, PostgreSQL, Airflow, SQL, Python. Bonus points for VBA exposure.",Sep 2025,₹8L - ₹10L PA,NaukriSim
JOB00065,Reporting Analyst,Baxter Inc Technologies,Remote - India,"The ideal candidate is proficient in AWS, SQL, dbt, Python, Git and can translate business questions into data-driven answers. Experience with VBA is a plus.",04/09/2025,,NaukriSim
JOB00337,Data Analyst - Entry Level,Newton Moore and Perry Systems,noida ,"The ideal candidate is proficient in Statistics, Pandas, A/B Testing, Python, Machine Learning and can translate business questions into data-driven answers. Experience with dbt, Power BI, Data Warehousing is a plus.","06 November, 2025",₹5L - ₹8L PA,IndeedSim
JOB00080,Junior Data Analyst,Hensley Powell and David Softwares,"Bengaluru, Karnataka","The ideal candidate is proficient in Tableau, Data Warehousing, Snowflake, SQL and can translate business questions into data-driven answers. Experience with Python, Airflow is a plus.",24/12/2025,,IndeedSim
JOB00366,Data Analyst - Entry Level,Wilson Pena and Rich Digital,Gurgaon,"Data Analyst - Entry Level needed for a fast-paced fintech startup. Core stack: Statistics, Pandas, A/B Testing, Python, Machine Learning. Bonus points for AWS, PowerPoint exposure.","18 July, 2026",6-7 LPA,NaukriSim
JOB00668,Analytics Associate,Kane-Knox Solutions,delhi ncr,"Analytics Associate needed for a fast-paced fintech startup. Core stack: Tableau, Data Warehousing, Snowflake, SQL. Bonus points for Looker, PostgreSQL exposure.",08/04/2026,Rs 4L to 5L per annum,InternshalaSim
JOB00109,Business Analyst,Hancock and Sons Solutions,Remote - India,"Join our growing data team! Skills needed: Stakeholder Management, Excel, Power BI, SQL. Freshers with strong Looker, R, PostgreSQL fundamentals encouraged to apply.","15 November, 2025",₹5L - ₹6L PA,InternshalaSim
JOB00005,Junior Data Analyst,Guzman Hoffman and Baldwin Systems,Noida,"We are looking for a Junior Data Analyst to join our analytics team. Must have hands-on experience with Tableau, Data Warehousing, Snowflake, SQL. Prior internship experience preferred.",28/06/2026,₹3L - ₹4L PA,InternshalaSim
JOB00133,Junior Data Analyst,Bentley Byrd and Orr Technologies,Pune,"Join our growing data team! Skills needed: Excel, Communication Skills, VBA, PowerPoint. Freshers with strong Data Warehousing fundamentals encouraged to apply.",11-Jan-2026,"INR 5,00,000 - 6,00,000",LinkedInSim
JOB00711,Junior Data Analyst,Figueroa Inc Solutions,bangalore,"The ideal candidate is proficient in AWS, SQL, dbt, Python, Git and can translate business questions into data-driven answers. Experience with Tableau is a plus.",Jun 2026,,LinkedInSim
JOB00729,Junior Data Analyst,Nichols-Mitchell Consulting,Bangalore,"The ideal candidate is proficient in Tableau, Data Warehousing, Snowflake, SQL and can translate business questions into data-driven answers. Experience with Looker, Azure, A/B Testing is a plus.","06 November, 2025",₹3L - ₹4L PA,NaukriSim
JOB00245,Operations Analyst,Fernandez Kim and George Technologies,noida ,"Operations Analyst needed for a fast-paced fintech startup. Core stack: Statistics, Pandas, A/B Testing, Python, Machine Learning. Bonus points for Azure exposure.",03/11/2025,₹5L - ₹8L PA,LinkedInSim
JOB00207,Analytics Associate,Alvarez Joseph and West Digital,pune,"We are looking for a Analytics Associate to join our analytics team. Must have hands-on experience with ETL, PostgreSQL, Airflow, SQL, Python. Prior internship experience preferred.",08-Sep-2025,₹8L - ₹9L PA,IndeedSim
JOB00723,Operations Analyst,Kirby and Sons Technologies,Noida,"We are looking for a Operations Analyst to join our analytics team. Must have hands-on experience with Tableau, Data Warehousing, Snowflake, SQL. Prior internship experience preferred.",03-Jan-2026,₹7L - ₹8L PA,InternshalaSim
JOB00305,Data Analyst,Evans Hayden and Vaughn Digital,noida ,"Join our growing data team! Skills needed: Statistics, Pandas, A/B Testing, Python, Machine Learning. Freshers with strong Airflow, Power BI fundamentals encouraged to apply.",20-Feb-2026,₹6L - ₹8L PA,LinkedInSim
JOB00553,Business Analyst,May-Turner Digital,Gurgaon,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: Python, Pandas.",23-Jan-2026,7-8 LPA,InternshalaSim
JOB00726,Junior Data Analyst,Williamson Ltd Labs,"Mumbai, MH","We are looking for a Junior Data Analyst to join our analytics team. Must have hands-on experience with Stakeholder Management, Excel, Power BI, SQL. Prior internship experience preferred.",28-Dec-2025,,LinkedInSim
JOB00510,Business Analyst,Williams-Berg Digital,"Mumbai, MH","Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Tableau, Data Warehousing, Snowflake, SQL. Nice to have: Looker, dbt, MySQL.",2026-05-30,,IndeedSim
JOB00348,Analytics Associate,Willis and Sons Consulting,Chennai,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Tableau, Data Warehousing, Snowflake, SQL. Nice to have: AWS.",22/08/2025,3-4 LPA,NaukriSim
JOB00380,Product Analyst,Boone LLC Technologies,Pune,"Product Analyst needed for a fast-paced fintech startup. Core stack: Excel, Communication Skills, VBA, PowerPoint. Bonus points for Azure, Pandas, Data Warehousing exposure.",22/06/2026,6-7 LPA,IndeedSim
JOB00413,Data Analyst (Fresher),Miller Harrell and Reese Softwares,Delhi,"Join our growing data team! Skills needed: AWS, SQL, dbt, Python, Git. Freshers with strong Excel fundamentals encouraged to apply.","03 June, 2026",Rs 4L to 6L per annum,IndeedSim
JOB00630,Data Analyst (Fresher),Hays-Daniels Labs,Bengaluru,"Join our growing data team! Skills needed: Statistics, Pandas, A/B Testing, Python, Machine Learning. Freshers with strong AWS, Power BI fundamentals encouraged to apply.",2026-07-10,,LinkedInSim
JOB00093,Reporting Analyst,Garcia Humphrey and Baker Softwares,"Bengaluru, Karnataka",,May 2026,Rs 8L to 11L per annum,LinkedInSim
JOB00679,Operations Analyst,Wheeler Group Systems,noida ,"We are looking for a Operations Analyst to join our analytics team. Must have hands-on experience with Tableau, Data Warehousing, Snowflake, SQL. Prior internship experience preferred.",Feb 2026,₹6L - ₹8L PA,InternshalaSim
JOB00629,Junior Data Analyst,Morrison Hebert and Rogers Solutions,Mumbai,"We are looking for a Junior Data Analyst to join our analytics team. Must have hands-on experience with Stakeholder Management, Excel, Power BI, SQL. Prior internship experience preferred.",30/07/2025,4-6 LPA,LinkedInSim
JOB00163,Operations Analyst,Smith Gilmore and Johnston Technologies,Remote - India,"Operations Analyst needed for a fast-paced fintech startup. Core stack: Excel, Communication Skills, VBA, PowerPoint. Bonus points for Data Warehousing exposure.",29/09/2025,7-9 LPA,InternshalaSim
JOB00088,Marketing Data Analyst,Anderson-Bailey Labs,Remote - India,"The ideal candidate is proficient in Statistics, Pandas, A/B Testing, Python, Machine Learning and can translate business questions into data-driven answers. Experience with Airflow, VBA, Snowflake is a plus.",2025-09-03,"INR 8,00,000 - 9,00,000",InternshalaSim
JOB00025,Data Analyst,Walter Edwards and Rios Softwares,Remote - India,"Data Analyst needed for a fast-paced fintech startup. Core stack: Tableau, Data Warehousing, Snowflake, SQL. Bonus points for PostgreSQL exposure.","03 April, 2026",,IndeedSim
JOB00480,Junior Data Analyst,Barnes PLC Digital,Pune,"Join our growing data team! Skills needed: ETL, PostgreSQL, Airflow, SQL, Python. Freshers with strong Machine Learning, Git fundamentals encouraged to apply.",09-Sep-2025,₹4L - ₹7L PA,InternshalaSim
JOB00671,Reporting Analyst,Long Anderson and Irwin Analytics,Pune,"The ideal candidate is proficient in AWS, SQL, dbt, Python, Git and can translate business questions into data-driven answers. Experience with Communication Skills is a plus.",10-Oct-2025,"INR 4,00,000 - 7,00,000",IndeedSim
JOB00502,Data Analyst,Paul-Kline Systems,"Bengaluru, Karnataka","Join our growing data team! Skills needed: Stakeholder Management, Excel, Power BI, SQL. Freshers with strong Looker fundamentals encouraged to apply.",20-Nov-2025,Rs 7L to 8L per annum,InternshalaSim
JOB00283,Analytics Associate,Pollard Simpson and Johnson Analytics,Gurugram,"We are looking for a Analytics Associate to join our analytics team. Must have hands-on experience with Tableau, Data Warehousing, Snowflake, SQL. Prior internship experience preferred.",13/12/2025,₹6L - ₹7L PA,NaukriSim
JOB00145,Operations Analyst,Hernandez Ltd Analytics,Remote,"The ideal candidate is proficient in Tableau, Data Warehousing, Snowflake, SQL and can translate business questions into data-driven answers. Experience with Pandas, Git is a plus.",22/07/2025,₹7L - ₹8L PA,LinkedInSim
JOB00444,Marketing Data Analyst,Collins Group Systems,Pune,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Stakeholder Management, Excel, Power BI, SQL. Nice to have: R, Advanced Excel.",01/01/2026,,InternshalaSim
JOB00293,Product Analyst,Bright-Francis Analytics,"Bengaluru, Karnataka","Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Tableau, Data Warehousing, Snowflake, SQL. Nice to have: PowerPoint.",20-Oct-2025,Rs 5L to 7L per annum,InternshalaSim
JOB00359,Business Analyst,Turner Schneider and Johnson Consulting,"hyderabad, TG","Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: Statistics.","14 November, 2025",,NaukriSim
JOB00179,Analytics Associate,Williams Johnson and Wright Consulting,Bengaluru,"Analytics Associate needed for a fast-paced fintech startup. Core stack: Tableau, Data Warehousing, Snowflake, SQL. Bonus points for SQL exposure.",05/11/2025,"INR 4,00,000 - 5,00,000",InternshalaSim
JOB00271,Data Analyst,Thomas Lee and Greene Softwares,Chennai,"The ideal candidate is proficient in Statistics, Pandas, A/B Testing, Python, Machine Learning and can translate business questions into data-driven answers. Experience with Tableau, Advanced Excel, MySQL is a plus.",19/08/2025,,NaukriSim
JOB00049,Data Analyst - Entry Level,Hickman Ltd Softwares,Gurugram,"Join our growing data team! Skills needed: Statistics, Pandas, A/B Testing, Python, Machine Learning. Freshers with strong R, VBA fundamentals encouraged to apply.",2026-03-14,₹8L - ₹11L PA,IndeedSim
JOB00638,Analytics Associate,Morales Inc Technologies,Bangalore,"The ideal candidate is proficient in Statistics, Pandas, A/B Testing, Python, Machine Learning and can translate business questions into data-driven answers. Experience with Snowflake is a plus.","23 April, 2026",,NaukriSim
JOB00639,BI Analyst,Holden Group Digital,"Bengaluru, Karnataka","BI Analyst needed for a fast-paced fintech startup. Core stack: Tableau, Data Warehousing, Snowflake, SQL. Bonus points for MySQL exposure.",Mar 2026,,IndeedSim
JOB00421,BI Analyst,Marshall-Elliott Analytics,noida ,"Join our growing data team! Skills needed: Tableau, Data Warehousing, Snowflake, SQL. Freshers with strong Azure, Excel fundamentals encouraged to apply.",12/10/2025,"INR 5,00,000 - 7,00,000",NaukriSim
JOB00302,Data Analyst - Entry Level,Estrada-Nolan Systems,Remote - India,"Join our growing data team! Skills needed: Statistics, Pandas, A/B Testing, Python, Machine Learning. Freshers with strong dbt, R, Data Warehousing fundamentals encouraged to apply.",10-Jan-2026,"INR 4,00,000 - 6,00,000",InternshalaSim
JOB00702,Data Analyst (Fresher),Giles Ltd Softwares,Hyderabad,"Join our growing data team! Skills needed: Excel, Communication Skills, VBA, PowerPoint. Freshers with strong Statistics fundamentals encouraged to apply.",09-Feb-2026,4-6 LPA,IndeedSim
JOB00449,Marketing Data Analyst,Lee-Cooke Technologies,Gurgaon,"Marketing Data Analyst needed for a fast-paced fintech startup. Core stack: Stakeholder Management, Excel, Power BI, SQL. Bonus points for AWS, VBA exposure.",Sep 2025,Rs 5L to 6L per annum,InternshalaSim
JOB00564,Product Analyst,Wright-Grimes Consulting,mumbai ,"We are looking for a Product Analyst to join our analytics team. Must have hands-on experience with AWS, SQL, dbt, Python, Git. Prior internship experience preferred.",30/03/2026,4-7 LPA,IndeedSim
JOB00270,Product Analyst,Baird-Sanchez Consulting,Pune,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Statistics, Pandas, A/B Testing, Python, Machine Learning. Nice to have: SQL.",19/09/2025,,IndeedSim
JOB00571,BI Analyst,Khan Pena and Ruiz Softwares,"Bengaluru, Karnataka","Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: Looker, ETL.",Aug 2025,,InternshalaSim
JOB00589,Product Analyst,Soto Carlson and Baker Technologies,Chennai,"The ideal candidate is proficient in ETL, PostgreSQL, Airflow, SQL, Python and can translate business questions into data-driven answers. Experience with Looker, Power BI is a plus.",05-May-2026,₹6L - ₹8L PA,LinkedInSim
JOB00474,Operations Analyst,Lowery-Kennedy Systems,Gurugram,"Operations Analyst needed for a fast-paced fintech startup. Core stack: ETL, PostgreSQL, Airflow, SQL, Python. Bonus points for Communication Skills exposure.",09/08/2025,,NaukriSim
JOB00684,Data Analyst,Flores Harper and Chambers Technologies,Pune,"We are looking for a Data Analyst to join our analytics team. Must have hands-on experience with Statistics, Pandas, A/B Testing, Python, Machine Learning. Prior internship experience preferred.",2025-12-07,₹8L - ₹10L PA,NaukriSim
JOB00646,Marketing Data Analyst,Carrillo Vaughn and Fowler Systems,pune,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: dbt, GCP, Stakeholder Management.",11-Feb-2026,,IndeedSim
JOB00479,Product Analyst,Young-Martinez Consulting,Remote,"We are looking for a Product Analyst to join our analytics team. Must have hands-on experience with Excel, Communication Skills, VBA, PowerPoint. Prior internship experience preferred.",2025-11-22,,NaukriSim
JOB00114,Junior Data Analyst,Gonzalez Group Digital,"Bengaluru, Karnataka","Junior Data Analyst needed for a fast-paced fintech startup. Core stack: ETL, PostgreSQL, Airflow, SQL, Python. Bonus points for Machine Learning, A/B Testing exposure.",Jun 2026,8-10 LPA,IndeedSim
JOB00194,Reporting Analyst,Reid-Poole Systems,Gurgaon,"Join our growing data team! Skills needed: Tableau, Data Warehousing, Snowflake, SQL. Freshers with strong Looker, MySQL fundamentals encouraged to apply.",08/02/2026,6-7 LPA,LinkedInSim
JOB00051,Associate Data Analyst,Brooks Lam and Hayes Analytics,remote,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: ETL, PostgreSQL, Airflow, SQL, Python. Nice to have: dbt, R.","27 April, 2026",₹8L - ₹11L PA,LinkedInSim
JOB00580,Reporting Analyst,Morales Williams and Williams Softwares,remote,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: Statistics, Snowflake.",2026-02-07,,NaukriSim
JOB00667,Associate Data Analyst,Stuart Brooks and Vance Digital,Bengaluru,"The ideal candidate is proficient in Excel, Communication Skills, VBA, PowerPoint and can translate business questions into data-driven answers. Experience with Google Sheets is a plus.",12-Jul-2026,₹7L - ₹10L PA,LinkedInSim
JOB00116,Business Analyst,Walker Ltd Systems,"Mumbai, MH","We are looking for a Business Analyst to join our analytics team. Must have hands-on experience with ETL, PostgreSQL, Airflow, SQL, Python. Prior internship experience preferred.",Apr 2026,Rs 7L to 10L per annum,IndeedSim
JOB00409,Data Analyst (Fresher),Jackson-Meza Labs,Bengaluru,"We are looking for a Data Analyst (Fresher) to join our analytics team. Must have hands-on experience with ETL, PostgreSQL, Airflow, SQL, Python. Prior internship experience preferred.",Aug 2025,Rs 5L to 8L per annum,LinkedInSim
JOB00604,Data Analyst,Lee-Wright Digital,Remote - India,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Excel, Communication Skills, VBA, PowerPoint. Nice to have: R, Power BI, PostgreSQL.","25 April, 2026",,InternshalaSim
JOB00075,Junior Data Analyst,Novak PLC Labs,"Bengaluru, Karnataka","The ideal candidate is proficient in Excel, Communication Skills, VBA, PowerPoint and can translate business questions into data-driven answers. Experience with Data Warehousing is a plus.",08-Nov-2025,Rs 5L to 7L per annum,InternshalaSim
JOB00140,Product Analyst,Chambers and Sons Digital,New Delhi,,"16 January, 2026",₹8L - ₹9L PA,LinkedInSim
JOB00399,Marketing Data Analyst,Brown Harris and Dougherty Consulting,pune,"We are looking for a Marketing Data Analyst to join our analytics team. Must have hands-on experience with AWS, SQL, dbt, Python, Git. Prior internship experience preferred.",11/06/2026,"INR 5,00,000 - 7,00,000",IndeedSim
JOB00171,Data Analyst,Meadows PLC Solutions,pune,"The ideal candidate is proficient in AWS, SQL, dbt, Python, Git and can translate business questions into data-driven answers. Experience with Data Warehousing is a plus.",24-Feb-2026,,NaukriSim
JOB00466,Associate Data Analyst,Cole-Palmer Solutions,Remote - India,"We are looking for a Associate Data Analyst to join our analytics team. Must have hands-on experience with ETL, PostgreSQL, Airflow, SQL, Python. Prior internship experience preferred.",Jul 2026,3-6 LPA,InternshalaSim
JOB00582,Marketing Data Analyst,Barry Taylor and Velazquez Labs,Delhi,"We are looking for a Marketing Data Analyst to join our analytics team. Must have hands-on experience with ETL, PostgreSQL, Airflow, SQL, Python. Prior internship experience preferred.",2026-02-15,"INR 3,00,000 - 6,00,000",NaukriSim
JOB00544,Product Analyst,Donovan-Perez Consulting,Noida,"Product Analyst needed for a fast-paced fintech startup. Core stack: AWS, SQL, dbt, Python, Git. Bonus points for Machine Learning exposure.",Oct 2025,"INR 7,00,000 - 8,00,000",LinkedInSim
JOB00717,Data Analyst (Fresher),Murray-Oconnor Technologies,Delhi,"Data Analyst (Fresher) needed for a fast-paced fintech startup. Core stack: ETL, PostgreSQL, Airflow, SQL, Python. Bonus points for Data Warehousing, Git exposure.",2026-02-22,Rs 8L to 9L per annum,InternshalaSim
JOB00169,Data Analyst - Entry Level,Yates Ramsey and Pittman Labs,Remote,"We are looking for a Data Analyst - Entry Level to join our analytics team. Must have hands-on experience with Statistics, Pandas, A/B Testing, Python, Machine Learning. Prior internship experience preferred.","09 September, 2025",,NaukriSim
JOB00034,Data Analyst (Fresher),Frazier Inc Consulting,New Delhi,"Data Analyst (Fresher) needed for a fast-paced fintech startup. Core stack: Stakeholder Management, Excel, Power BI, SQL. Bonus points for Statistics, Data Warehousing exposure.","29 December, 2025","INR 3,00,000 - 4,00,000",LinkedInSim
JOB00520,BI Analyst,Richardson Edwards and Ramirez Analytics,"Bengaluru, Karnataka","Join our growing data team! Skills needed: Statistics, Pandas, A/B Testing, Python, Machine Learning. Freshers with strong VBA fundamentals encouraged to apply.",26-Apr-2026,₹6L - ₹7L PA,LinkedInSim
JOB00609,Data Analyst,Huang-Foster Systems,Chennai,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Tableau, Data Warehousing, Snowflake, SQL. Nice to have: Pandas, A/B Testing.","15 May, 2026",,LinkedInSim
JOB00351,Data Analyst (Fresher),Fernandez and Sons Digital,Hyderabad,"We are looking for a Data Analyst (Fresher) to join our analytics team. Must have hands-on experience with AWS, SQL, dbt, Python, Git. Prior internship experience preferred.",2026-01-03,₹8L - ₹11L PA,NaukriSim
JOB00057,Analytics Associate,Washington Ryan and Cummings Technologies,Chennai,"Join our growing data team! Skills needed: ETL, PostgreSQL, Airflow, SQL, Python. Freshers with strong Advanced Excel fundamentals encouraged to apply.","13 November, 2025",Rs 8L to 10L per annum,InternshalaSim
JOB00273,Product Analyst,Morgan-French Labs,"hyderabad, TG","We are looking for a Product Analyst to join our analytics team. Must have hands-on experience with Tableau, Data Warehousing, Snowflake, SQL. Prior internship experience preferred.",2026-06-05,,LinkedInSim
JOB00626,BI Analyst,Osborn Group Softwares,noida ,"The ideal candidate is proficient in Excel, Communication Skills, VBA, PowerPoint and can translate business questions into data-driven answers. Experience with R, NumPy is a plus.",04/04/2026,,NaukriSim
JOB00139,Reporting Analyst,Harvey Davis and Crane Softwares,Remote - India,"Join our growing data team! Skills needed: AWS, SQL, dbt, Python, Git. Freshers with strong Tableau fundamentals encouraged to apply.",Jan 2026,,IndeedSim
JOB00040,Junior Data Analyst,Romero Gonzalez and Brooks Labs,noida ,"The ideal candidate is proficient in Statistics, Pandas, A/B Testing, Python, Machine Learning and can translate business questions into data-driven answers. Experience with PowerPoint is a plus.",2026-05-07,,InternshalaSim
JOB00713,Operations Analyst,Butler Hernandez and Rivera Analytics,Pune,"The ideal candidate is proficient in ETL, PostgreSQL, Airflow, SQL, Python and can translate business questions into data-driven answers. Experience with Stakeholder Management is a plus.",Feb 2026,8-10 LPA,IndeedSim
JOB00632,Data Analyst,Mcdonald Lee and Rodriguez Consulting,Bangalore,"Join our growing data team! Skills needed: Stakeholder Management, Excel, Power BI, SQL. Freshers with strong dbt, Google Sheets fundamentals encouraged to apply.","10 November, 2025",₹7L - ₹9L PA,InternshalaSim
JOB00494,Operations Analyst,Marshall Dominguez and Welch Labs,Chennai,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: Statistics, Pandas, A/B Testing, Python, Machine Learning. Nice to have: GCP.",2026-07-04,₹8L - ₹10L PA,InternshalaSim
JOB00014,Junior Data Analyst,Mcclure Ward and Lee Solutions,Mumbai,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: AWS, SQL, dbt, Python, Git. Nice to have: Tableau, GCP.","24 October, 2025",4-7 LPA,IndeedSim
JOB00748,Marketing Data Analyst,Goodwin Ltd Analytics,Noida,"We are looking for a Marketing Data Analyst to join our analytics team. Must have hands-on experience with ETL, PostgreSQL, Airflow, SQL, Python. Prior internship experience preferred.",2026-01-09,,IndeedSim
JOB00223,Business Analyst,Sheppard LLC Digital,Pune,"Join our growing data team! Skills needed: Stakeholder Management, Excel, Power BI, SQL. Freshers with strong ETL, Git fundamentals encouraged to apply.",Sep 2025,8-9 LPA,IndeedSim
JOB00593,BI Analyst,Allen Armstrong and Graves Systems,Bengaluru,"We are looking for a BI Analyst to join our analytics team. Must have hands-on experience with Excel, Communication Skills, VBA, PowerPoint. Prior internship experience preferred.",30/12/2025,,NaukriSim
JOB00509,BI Analyst,Jackson-Wallace Technologies,New Delhi,"We are looking for a BI Analyst to join our analytics team. Must have hands-on experience with Statistics, Pandas, A/B Testing, Python, Machine Learning. Prior internship experience preferred.",12/11/2025,Rs 4L to 7L per annum,NaukriSim
JOB00731,Data Analyst - Entry Level,Rodriguez Inc Technologies,Delhi,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: AWS, SQL, dbt, Python, Git. Nice to have: Looker, Airflow.",14-May-2026,Rs 3L to 6L per annum,IndeedSim
JOB00158,Data Analyst (Fresher),Miller Hernandez and Reyes Solutions,New Delhi,"Responsibilities include building dashboards, writing queries, and reporting to leadership. Required: AWS, SQL, dbt, Python, Git. Nice to have: VBA, A/B Testing.",Jun 2026,,LinkedInSim
JOB00430,Analytics Associate,Ford-Spencer Solutions,"Bengaluru, Karnataka","The ideal candidate is proficient in Stakeholder Management, Excel, Power BI, SQL and can translate business questions into data-driven answers. Experience with Statistics is a plus.",08-Mar-2026,"INR 4,00,000 - 5,00,000",IndeedSim
JOB00527,Associate Data Analyst,Osborn-Cochran Analytics,Bengaluru,"Join our growing data team! Skills needed: ETL, PostgreSQL, Airflow, SQL, Python. Freshers with strong Looker, Machine Learning, NumPy fundamentals encouraged to apply.",11-Apr-2026,,NaukriSim
JOB00382,Reporting Analyst,Bruce-Villegas Digital,Gurgaon,"The ideal candidate is proficient in AWS, SQL, dbt, Python, Git and can translate business questions into data-driven answers. Experience with Machine Learning, A/B Testing is a plus.",2025-10-29,"INR 3,00,000 - 4,00,000",IndeedSim
JOB00198,Junior Data Analyst,Adams Christian and Rivas Solutions,Bangalore,"Junior Data Analyst needed for a fast-paced fintech startup. Core stack: ETL, PostgreSQL, Airflow, SQL, Python. Bonus points for Looker, Statistics exposure.","29 August, 2025",₹8L - ₹10L PA,NaukriSim
JOB00276,Marketing Data Analyst,Burns Hernandez and Ryan Softwares,Noida,"Marketing Data Analyst needed for a fast-paced fintech startup. Core stack: Statistics, Pandas, A/B Testing, Python, Machine Learning. Bonus points for dbt exposure.","31 July, 2025",4-7 LPA,InternshalaSim
JOB00073,Data Analyst - Entry Level,Henderson-Bernard Consulting,Remote - India,"The ideal candidate is proficient in Excel, Communication Skills, VBA, PowerPoint and can translate business questions into data-driven answers. Experience with Looker, SQL is a plus.","07 March, 2026",,IndeedSim
JOB00209,Business Analyst,Holt-Torres Analytics,mumbai ,"Join our growing data team! Skills needed: Excel, Communication Skills, VBA, PowerPoint. Freshers with strong Azure, GCP fundamentals encouraged to apply.",2026-05-30,,NaukriSim
JOB00147,Junior Data Analyst,Robinson-Brock Systems,Pune,"Join our growing data team! Skills needed: AWS, SQL, dbt, Python, Git. Freshers with strong Azure, Google Sheets fundamentals encouraged to apply.",2025-09-30,,IndeedSim
JOB00436,Data Analyst - Entry Level,Cox LLC Analytics,New Delhi,"We are looking for a Data Analyst - Entry Level to join our analytics team. Must have hands-on experience with Excel, Communication Skills, VBA, PowerPoint. Prior internship experience preferred.",May 2026,"INR 5,00,000 - 6,00,000",IndeedSim
JOB00261,Business Analyst,Wolf-Harris Analytics,Mumbai,"Join our growing data team! Skills needed: Stakeholder Management, Excel, Power BI, SQL. Freshers with strong Looker fundamentals encouraged to apply.",Feb 2026,,IndeedSim
JOB00086,Operations Analyst,Smith PLC Systems,Hyderabad,"Join our growing data team! Skills needed: Statistics, Pandas, A/B Testing, Python, Machine Learning. Freshers with strong SQL fundamentals encouraged to apply.",28/05/2026,"INR 5,00,000 - 8,00,000",IndeedSim
JOB00468,Analytics Associate,Wilkerson-Arias Consulting,Bangalore,"Analytics Associate needed for a fast-paced fintech startup. Core stack: Stakeholder Management, Excel, Power BI, SQL. Bonus points for Airflow, A/B Testing, NumPy exposure.",2025-09-09,"INR 4,00,000 - 6,00,000",InternshalaSim
